time,vehicle_id,x,y,speed
79.90,0_55,404.77,3870.81,13.13
80.00,0_55,405.54,3869.74,13.17
80.10,0_55,406.30,3868.68,13.06
80.20,0_55,407.07,3867.63,13.05
80.30,0_55,407.83,3866.56,13.13
80.40,0_55,408.59,3865.50,13.05
80.50,0_55,409.36,3864.44,13.06
80.60,0_55,410.12,3863.38,13.06
80.70,0_55,410.89,3862.31,13.16
80.80,0_55,411.65,3861.25,13.08
80.90,0_55,412.42,3860.18,13.17
81.00,0_55,413.19,3859.11,13.15
81.10,0_55,413.95,3858.05,13.07
81.20,0_55,414.72,3856.99,13.07
81.30,0_55,415.48,3855.92,13.13
81.40,0_55,416.25,3854.86,13.12
81.50,0_55,417.02,3853.79,13.15
81.60,0_55,417.78,3852.73,13.08
81.70,0_55,418.54,3851.67,13.08
81.80,0_55,419.31,3850.60,13.13
81.90,0_55,420.08,3849.54,13.11
82.00,0_55,420.84,3848.47,13.16
82.10,0_55,421.61,3847.41,13.11
82.20,0_55,422.37,3846.34,13.09
82.30,0_55,423.14,3845.28,13.06
82.40,0_55,423.90,3844.22,13.05
82.50,0_55,424.66,3843.16,13.05
82.60,0_55,425.43,3842.10,13.16
82.70,0_55,426.19,3841.03,13.07
82.80,0_55,426.96,3839.97,13.17
82.90,0_55,427.72,3838.89,13.17
83.00,0_55,428.45,3837.81,13.05
83.10,0_55,429.19,3836.73,13.08
83.20,0_55,429.93,3835.65,13.06
83.30,0_55,430.68,3834.57,13.16
83.40,0_55,431.42,3833.49,13.07
83.50,0_55,432.16,3832.41,13.11
83.60,0_55,432.90,3831.33,13.11
83.70,0_55,433.64,3830.25,13.14
83.80,0_55,434.39,3829.16,13.16
83.90,0_55,435.13,3828.08,13.15
84.00,0_55,435.87,3827.00,13.10
84.10,0_55,436.61,3825.92,13.08
84.20,0_55,437.36,3824.83,13.15
84.30,0_55,438.10,3823.75,13.10
84.40,0_55,438.84,3822.67,13.12
84.50,0_55,439.58,3821.59,13.15
84.60,0_55,440.32,3820.51,13.09
84.70,0_55,441.06,3819.43,13.08
84.80,0_55,441.81,3818.34,13.16
84.90,0_55,442.55,3817.27,13.06
85.00,0_55,443.29,3816.19,13.10
85.10,0_55,444.03,3815.11,13.09
85.20,0_55,444.77,3814.03,13.08
85.30,0_55,445.51,3812.95,13.08
85.40,0_55,446.25,3811.87,13.17
85.50,0_55,447.00,3810.79,13.10
85.60,0_55,447.74,3809.70,13.11
85.70,0_55,448.48,3808.62,13.17
85.80,0_55,449.23,3807.53,13.16
85.90,0_55,449.97,3806.45,13.11
86.00,0_55,450.71,3805.37,13.09
86.10,0_55,451.45,3804.29,13.10
86.20,0_55,452.19,3803.21,13.15
86.30,0_55,452.93,3802.13,13.05
86.40,0_55,453.67,3801.06,13.07
86.50,0_55,454.41,3799.98,13.09
86.60,0_55,455.15,3798.90,13.07
86.70,0_55,455.89,3797.82,13.07
86.80,0_55,456.63,3796.74,13.07
86.90,0_55,457.37,3795.66,13.15
87.00,0_55,458.12,3794.57,13.17
87.10,0_55,458.86,3793.49,13.10
87.20,0_55,459.60,3792.41,13.08
87.30,0_55,460.34,3791.33,13.12
87.40,0_55,461.08,3790.26,13.06
87.50,0_55,461.82,3789.18,13.10
87.60,0_55,462.56,3788.10,13.06
87.70,0_55,463.30,3787.02,13.10
87.80,0_55,464.04,3785.94,13.06
87.90,0_55,464.78,3784.86,13.12
88.00,0_55,465.53,3783.78,13.13
88.10,0_55,466.27,3782.70,13.08
88.20,0_55,467.01,3781.61,13.14
88.30,0_55,467.75,3780.53,13.13
88.40,0_55,468.49,3779.45,13.09
88.50,0_55,469.24,3778.37,13.15
88.60,0_55,469.98,3777.28,13.14
88.70,0_55,470.72,3776.21,13.04
88.80,0_55,471.46,3775.13,13.07
88.90,0_55,472.20,3774.05,13.14
89.00,0_55,472.95,3772.96,13.16
89.10,0_55,473.69,3771.88,13.13
89.20,0_55,474.43,3770.80,13.07
89.30,0_55,475.17,3769.72,13.16
89.40,0_55,475.92,3768.63,13.12
89.50,0_55,476.65,3767.56,13.06
89.60,0_55,477.39,3766.48,13.05
89.70,0_55,478.14,3765.40,13.15
89.80,0_55,478.88,3764.32,13.07
89.90,0_55,479.62,3763.24,13.09
90.00,0_55,480.36,3762.16,13.13
90.10,0_55,481.10,3761.08,13.11
90.20,0_55,481.85,3759.99,13.16
90.30,0_55,482.59,3758.91,13.09
90.40,0_55,483.33,3757.83,13.11
90.50,0_55,484.07,3756.75,13.09
90.60,0_55,484.81,3755.68,13.05
90.70,0_55,485.55,3754.59,13.12
90.80,0_55,486.29,3753.52,13.04
90.90,0_55,487.03,3752.44,13.15
91.00,0_55,487.56,3751.16,13.05
91.10,0_55,488.00,3749.80,13.17
91.20,0_55,487.78,3748.43,13.06
91.30,0_55,487.44,3747.05,13.08
91.40,0_55,487.11,3745.67,13.10
91.50,0_55,487.39,3744.32,13.07
91.60,0_55,487.87,3742.98,13.09
91.70,0_55,488.60,3741.89,13.07
91.80,0_55,489.37,3740.83,13.14
91.90,0_55,490.14,3739.77,13.12
92.00,0_55,490.91,3738.70,13.17
92.10,0_55,491.68,3737.65,13.07
92.20,0_55,492.44,3736.59,13.10
92.30,0_55,493.21,3735.52,13.15
92.40,0_55,493.98,3734.46,13.16
92.50,0_55,494.75,3733.40,13.10
92.60,0_55,495.51,3732.34,13.09
92.70,0_55,496.28,3731.27,13.16
92.80,0_55,497.05,3730.21,13.13
92.90,0_55,497.82,3729.15,13.12
