time,vehicle_id,x,y,speed,lon,lat
19.5,0_55,280.89,4623.09,13.16,9.72002308211583,52.367610849522265
19.6,0_55,280.86,4621.78,13.13,9.720022812621247,52.3676036641065
19.7,0_55,280.84,4620.48,13.05,9.72002263295819,52.36759653354009
19.8,0_55,280.82,4619.16,13.14,9.720022453295133,52.36758929327147
19.9,0_55,280.79,4617.85,13.12,9.720022183800547,52.3675821078522
20.0,0_55,280.77,4616.54,13.08,9.72002200413749,52.36757492243176
20.1,0_55,280.74,4615.23,13.13,9.720021734642904,52.36756773701016
20.2,0_55,280.72,4613.92,13.1,9.720021554979848,52.36756055158739
20.3,0_55,280.7,4612.61,13.09,9.720021375316792,52.36755336616344
20.4,0_55,280.67,4611.3,13.14,9.720021105822205,52.36754618073833
20.5,0_55,280.65,4609.99,13.11,9.72002092615915,52.367538995312046
20.6,0_55,280.62,4608.68,13.05,9.720020656664564,52.367531809884596
20.7,0_55,280.6,4607.37,13.14,9.720020477001507,52.367524624455974
20.8,0_55,280.58,4606.06,13.05,9.72002029733845,52.36751743902619
20.9,0_55,280.55,4604.76,13.06,9.720020027843864,52.36751030844586
21.0,0_55,280.53,4603.45,13.04,9.720019848180808,52.36750312301374
21.1,0_55,280.5,4602.14,13.15,9.720019578686223,52.36749593758045
21.2,0_55,280.48,4600.83,13.1,9.720019399023165,52.36748875214601
21.3,0_55,280.46,4599.51,13.14,9.720019219360108,52.36748151185972
21.4,0_55,280.43,4598.21,13.04,9.720018949865525,52.367474381273595
21.5,0_55,280.41,4596.9,13.09,9.720018770202465,52.36746719583563
21.6,0_55,280.38,4595.59,13.13,9.720018500707882,52.3674600103965
21.7,0_55,280.36,4594.28,13.11,9.720018321044826,52.3674528249562
21.8,0_55,280.34,4592.97,13.06,9.72001814138177,52.36744563951474
21.9,0_55,280.31,4591.66,13.16,9.720017871887183,52.3674384540721
22.0,0_55,280.29,4590.34,13.12,9.720017692224127,52.36743121377758
22.1,0_55,280.26,4589.03,13.15,9.72001742272954,52.3674240283326
22.2,0_55,280.24,4587.71,13.17,9.720017243066485,52.367416788035705
22.3,0_55,280.22,4586.4,13.16,9.720017063403427,52.36740960258839
22.4,0_55,280.19,4585.08,13.17,9.720016793908842,52.367402362289134
22.5,0_55,280.17,4583.77,13.11,9.720016614245784,52.36739517683945
22.6,0_55,280.14,4582.46,13.1,9.7200163447512,52.36738799138861
22.7,0_55,280.12,4581.15,13.1,9.720016165088143,52.367380805936605
22.8,0_55,280.09,4579.84,13.13,9.720015895593558,52.36737362048342
22.9,0_55,280.07,4578.53,13.05,9.7200157159305,52.367366435029076
23.0,0_55,280.05,4577.22,13.11,9.720015536267445,52.36735924957355
23.1,0_55,280.02,4575.91,13.1,9.72001526677286,52.367352064116865
23.2,0_55,280.0,4574.6,13.09,9.720015087109802,52.36734487865901
23.3,0_55,279.98,4573.29,13.1,9.720014907446744,52.36733769319999
23.4,0_55,279.95,4571.99,13.08,9.720014637952161,52.367330562590645
23.5,0_55,279.93,4570.68,13.05,9.720014458289102,52.36732337712929
23.6,0_55,279.9,4569.37,13.08,9.720014188794517,52.36731619166677
23.7,0_55,279.88,4568.07,13.05,9.72001400913146,52.367309061053945
23.8,0_55,279.86,4566.75,13.15,9.720013829468407,52.36730182073822
23.9,0_55,279.83,4565.44,13.14,9.72001355997382,52.36729463527219
24.0,0_55,279.81,4564.13,13.14,9.720013380310762,52.36728744980499
24.1,0_55,279.78,4562.82,13.08,9.720013110816177,52.367280264336635
24.2,0_55,279.76,4561.5,13.16,9.72001293115312,52.367273024016185
24.3,0_55,279.74,4560.2,13.05,9.720012751490064,52.3672658933964
24.4,0_55,279.71,4558.89,13.07,9.720012481995477,52.36725870792453
24.5,0_55,279.69,4557.58,13.14,9.720012302332421,52.367251522451475
24.6,0_55,279.66,4556.27,13.09,9.720012032837834,52.367244336977265
24.7,0_55,279.64,4554.96,13.08,9.720011853174778,52.3672371515019
24.8,0_55,279.62,4553.65,13.09,9.720011673511722,52.36722996602534
24.9,0_55,279.59,4552.35,13.07,9.72001140401714,52.36722283539861
25.0,0_55,279.57,4551.03,13.16,9.72001122435408,52.36721559506874
25.1,0_55,279.54,4549.72,13.05,9.720010954859497,52.36720840958869
25.2,0_55,279.52,4548.42,13.08,9.720010775196439,52.36720127895848
25.3,0_55,279.5,4547.11,13.06,9.720010595533381,52.3671940934761
25.4,0_55,279.47,4545.8,13.08,9.720010326038796,52.367186907992554
25.5,0_55,279.45,4544.49,13.12,9.72001014637574,52.367179722507835
25.6,0_55,279.42,4543.18,13.12,9.720009876881154,52.367172537021936
25.7,0_55,279.4,4541.86,13.17,9.720009697218098,52.367165296683844
25.8,0_55,279.38,4540.56,13.06,9.72000951755504,52.36715816604666
25.9,0_55,279.35,4539.24,13.17,9.720009248060457,52.3671509257062
26.0,0_55,279.33,4537.93,13.14,9.720009068397399,52.367143740215624
26.1,0_55,279.3,4536.61,13.17,9.720008798902814,52.3671364998728
26.2,0_55,279.28,4535.3,13.1,9.720008619239756,52.36712931437987
26.3,0_55,279.26,4533.99,13.1,9.7200084395767,52.367122128885796
26.4,0_55,279.23,4532.69,13.06,9.720008170082114,52.367114998241654
26.5,0_55,279.21,4531.37,13.12,9.720007990419058,52.36710775789412
26.6,0_55,279.18,4530.06,13.14,9.720007720924471,52.367100572396524
26.7,0_55,279.16,4528.74,13.16,9.720007541261415,52.36709333204662
26.8,0_55,279.14,4527.43,13.1,9.720007361598357,52.36708614654668
26.9,0_55,279.11,4526.13,13.06,9.720007092103774,52.367079015896735
27.0,0_55,279.09,4524.81,13.17,9.720006912440716,52.367071775543295
27.1,0_55,279.06,4523.51,13.07,9.720006642946132,52.367064644891016
27.2,0_55,279.04,4522.2,13.05,9.720006463283076,52.36705745938642
27.3,0_55,279.02,4520.89,13.08,9.720006283620018,52.36705027388064
27.4,0_55,278.99,4519.58,13.12,9.720006014125433,52.367043088373705
27.5,0_55,278.97,4518.28,13.06,9.720005834462377,52.3670359577168
27.6,0_55,278.94,4516.96,13.14,9.72000556496779,52.3670287173563
27.7,0_55,278.92,4515.65,13.12,9.720005385304734,52.36702153184586
27.8,0_55,278.9,4514.35,13.04,9.720005205641677,52.36701440118547
27.9,0_55,278.87,4513.04,13.07,9.720004936147092,52.3670072156727
28.0,0_55,278.85,4511.73,13.08,9.720004756484036,52.36700003015875
28.1,0_55,278.82,4510.42,13.1,9.720004486989449,52.36699284464363
28.2,0_55,278.8,4509.11,13.09,9.720004307326393,52.36698565912735
28.3,0_55,278.78,4507.8,13.09,9.720004127663335,52.36697847360989
28.4,0_55,278.75,4506.5,13.05,9.72000385816875,52.36697134294257
28.5,0_55,278.73,4505.19,13.13,9.720003678505693,52.36696415742279
28.6,0_55,278.7,4503.87,13.12,9.720003409011108,52.36695691705052
28.7,0_55,278.68,4502.56,13.09,9.72000322934805,52.36694973152839
28.8,0_55,278.66,4501.25,13.16,9.720003049684994,52.366942546005106
28.9,0_55,278.63,4499.94,13.12,9.720002780190407,52.36693536048063
29.0,0_55,278.61,4498.62,13.14,9.720002600527355,52.36692812010365
29.1,0_55,278.58,4497.31,13.1,9.720002331032768,52.36692093457684
29.2,0_55,278.56,4496.01,13.07,9.720002151369712,52.366913803900225
29.3,0_55,278.54,4494.7,13.11,9.720001971706655,52.36690661837108
29.4,0_55,278.51,4493.39,13.1,9.72000170221207,52.366899432840775
29.5,0_55,278.49,4492.08,13.11,9.720001522549012,52.366892247309295
29.6,0_55,278.46,4490.77,13.05,9.720001253054427,52.36688506177664
29.7,0_55,278.44,4489.47,13.05,9.72000107339137,52.36687793109423
29.8,0_55,278.42,4488.15,13.14,9.720000893728313,52.36687069070784
29.9,0_55,278.39,4486.84,13.14,9.720000624233727,52.36686350517169
30.0,0_55,278.37,4485.53,13.09,9.720000444570672,52.36685631963437
30.1,0_55,278.34,4484.21,13.17,9.720000175076086,52.36684907924444
30.2,0_55,278.32,4482.9,13.1,9.71999999541303,52.366841893704766
30.3,0_55,278.3,4481.59,13.11,9.719999815749972,52.36683470816393
30.4,0_55,278.27,4480.29,13.05,9.719999546255387,52.366827577473394
30.5,0_55,278.25,4478.98,13.12,9.71999936659233,52.36682039193023
30.6,0_55,278.22,4477.67,13.07,9.719999097097745,52.36681320638589
30.7,0_55,278.2,4476.36,13.11,9.719998917434687,52.366806020840386
30.8,0_55,278.18,4475.05,13.12,9.71999873777163,52.366798835293714
30.9,0_55,278.15,4473.73,13.16,9.719998468277044,52.366791594894366
31.0,0_55,278.13,4472.42,13.1,9.719998288613988,52.36678440934534
31.1,0_55,278.1,4471.11,13.1,9.719998019119405,52.366777223795154
31.2,0_55,278.08,4469.8,13.14,9.719997839456347,52.3667700382438
31.3,0_55,278.06,4468.49,13.04,9.719997659793291,52.366762852691274
31.4,0_55,278.03,4467.18,13.14,9.719997390298705,52.36675566713758
31.5,0_55,278.01,4465.87,13.14,9.719997210635649,52.366748481582725
31.6,0_55,277.98,4464.56,13.1,9.719996941141062,52.36674129602669
31.7,0_55,277.96,4463.24,13.14,9.719996761478006,52.3667340556179
31.8,0_55,277.94,4461.93,13.16,9.71999658181495,52.36672687005952
31.9,0_55,277.91,4460.62,13.05,9.719996312320363,52.36671968449998
32.0,0_55,277.89,4459.31,13.09,9.719996132657306,52.36671249893926
32.1,0_55,277.86,4458.0,13.08,9.719995863162723,52.36670531337737
32.2,0_55,277.84,4456.7,13.07,9.719995683499665,52.36669818266596
32.3,0_55,277.82,4455.39,13.09,9.719995503836609,52.36669099710174
32.4,0_55,277.79,4454.08,13.13,9.719995234342022,52.366683811536355
32.5,0_55,277.77,4452.76,13.12,9.719995054678966,52.36667657111814
32.6,0_55,277.74,4451.46,13.07,9.719994785184381,52.366669440402084
32.7,0_55,277.72,4450.15,13.09,9.719994605521324,52.3666622548332
32.8,0_55,277.7,4448.83,13.14,9.719994425858266,52.366655014411464
32.9,0_55,277.67,4447.52,13.11,9.719994156363683,52.36664782884023
33.0,0_55,277.65,4446.21,13.17,9.719993976700623,52.36664064326782
33.1,0_55,277.62,4444.89,13.16,9.719993707206042,52.36663340284254
33.2,0_55,277.6,4443.58,13.11,9.719993527542984,52.36662621726779
33.3,0_55,277.58,4442.27,13.13,9.719993347879928,52.36661903169187
33.4,0_55,277.55,4440.96,13.09,9.719993078385341,52.366611846114786
33.5,0_55,277.53,4439.65,13.06,9.719992898722285,52.36660466053653
33.6,0_55,277.5,4438.34,13.1,9.719992629227699,52.36659747495711
33.7,0_55,277.48,4437.03,13.15,9.719992449564643,52.36659028937651
33.8,0_55,277.46,4435.71,13.16,9.719992269901585,52.36658304894297
33.9,0_55,277.43,4434.41,13.05,9.719992000407,52.36657591821182
34.0,0_55,277.41,4433.1,13.05,9.719991820743942,52.36656873262771
34.1,0_55,277.38,4431.79,13.1,9.719991551249358,52.366561547042444
34.2,0_55,277.36,4430.49,13.08,9.719991371586302,52.36655441630782
34.3,0_55,277.34,4429.17,13.17,9.719991191923246,52.366547175868405
34.4,0_55,277.31,4427.85,13.14,9.71999092242866,52.36653993542781
34.5,0_55,277.29,4426.54,13.12,9.719990742765603,52.366532749837845
34.6,0_55,277.26,4425.24,13.06,9.719990473271018,52.366525619098574
34.7,0_55,277.24,4423.92,13.17,9.71999029360796,52.36651837865444
34.8,0_55,277.22,4422.61,13.15,9.719990113944903,52.36651119306099
34.9,0_55,277.19,4421.29,13.16,9.719989844450318,52.36650395261449
35.0,0_55,277.17,4419.98,13.13,9.719989664787262,52.36649676701868
35.1,0_55,277.14,4418.66,13.15,9.719989395292675,52.366489526569815
35.2,0_55,277.12,4417.36,13.04,9.71998921562962,52.36648239582357
35.3,0_55,277.09,4416.04,13.15,9.719988946135034,52.36647515537234
35.4,0_55,277.07,4414.73,13.16,9.719988766471978,52.36646796977186
35.5,0_55,277.05,4413.42,13.06,9.71998858680892,52.3664607841702
35.6,0_55,277.02,4412.11,13.14,9.719988317314336,52.36645359856736
35.7,0_55,277.0,4410.8,13.05,9.719988137651278,52.36644641296336
35.8,0_55,276.98,4409.49,13.11,9.719987957988222,52.36643922735821
35.9,0_55,276.95,4408.18,13.14,9.719987688493635,52.36643204175187
36.0,0_55,276.93,4406.87,13.11,9.71998750883058,52.36642485614438
36.1,0_55,276.9,4405.56,13.12,9.719987239335993,52.366417670535704
36.2,0_55,276.88,4404.25,13.07,9.719987059672937,52.366410484925865
36.3,0_55,276.85,4402.94,13.11,9.719986790178353,52.36640329931486
36.4,0_55,276.83,4401.63,13.06,9.719986610515297,52.366396113702685
36.5,0_55,276.81,4400.33,13.06,9.719986430852238,52.36638898294135
36.6,0_55,276.78,4399.02,13.1,9.719986161357655,52.366381797326845
36.7,0_55,276.76,4397.71,13.13,9.719985981694597,52.366374611711166
36.8,0_55,276.74,4396.4,13.09,9.71998580203154,52.36636742609433
36.9,0_55,276.71,4395.08,13.15,9.719985532536954,52.366360185624266
37.0,0_55,276.69,4393.77,13.09,9.719985352873898,52.36635300000507
37.1,0_55,276.66,4392.46,13.11,9.719985083379312,52.366345814384715
37.2,0_55,276.64,4391.15,13.16,9.719984903716256,52.36633862876319
37.3,0_55,276.62,4389.84,13.05,9.7199847240532,52.366331443140496
37.4,0_55,276.59,4388.54,13.05,9.719984454558615,52.366324312368725
37.5,0_55,276.57,4387.23,13.09,9.719984274895557,52.366317126743695
37.6,0_55,276.54,4385.91,13.13,9.719984005400972,52.36630988626539
37.7,0_55,276.52,4384.6,13.12,9.719983825737915,52.366302700638016
37.8,0_55,276.5,4383.29,13.15,9.719983646074859,52.36629551500948
37.9,0_55,276.47,4381.98,13.12,9.719983376580272,52.36628832937977
38.0,0_55,276.45,4380.66,13.15,9.719983196917216,52.366281088896756
38.1,0_55,276.42,4379.35,13.13,9.71998292742263,52.36627390326469
38.2,0_55,276.4,4378.04,13.06,9.719982747759573,52.36626671763147
38.3,0_55,276.37,4376.73,13.13,9.71998247826499,52.36625953199708
38.4,0_55,276.35,4375.41,13.17,9.719982298601932,52.36625229150933
38.5,0_55,276.33,4374.1,13.12,9.719982118938876,52.366245105872586
38.6,0_55,276.3,4372.8,13.04,9.71998184944429,52.36623797508689
38.7,0_55,276.28,4371.49,13.09,9.719981669781234,52.36623078944782
38.8,0_55,276.25,4370.17,13.15,9.719981400286647,52.36622354895536
38.9,0_55,276.23,4368.87,13.07,9.719981220623591,52.366216418166175
39.0,0_55,276.21,4367.56,13.07,9.719981040960533,52.3662092325236
39.1,0_55,276.18,4366.24,13.17,9.719980771465949,52.36620199202762
39.2,0_55,276.16,4364.93,13.1,9.71998059180289,52.36619480638269
39.3,0_55,276.13,4363.63,13.08,9.719980322308306,52.36618767558887
39.4,0_55,276.11,4362.31,13.14,9.71998014264525,52.36618043508934
39.5,0_55,276.09,4361.01,13.07,9.719979962982194,52.366173304293206
39.6,0_55,276.06,4359.7,13.05,9.719979693487607,52.36616611864361
39.7,0_55,276.04,4358.39,13.14,9.719979513824551,52.36615893299285
39.8,0_55,276.02,4357.08,13.08,9.719979334161494,52.366151747340936
39.9,0_55,275.99,4355.77,13.04,9.719979064666909,52.36614456168785
40.0,0_55,275.97,4354.47,13.04,9.71997888500385,52.36613743088591
40.1,0_55,275.94,4353.16,13.08,9.719978615509268,52.366130245230494
40.2,0_55,275.92,4351.86,13.06,9.719978435846208,52.36612311442625
40.3,0_55,275.9,4350.55,13.06,9.719978256183152,52.36611592876849
40.4,0_55,275.87,4349.24,13.1,9.71997798668857,52.36610874310958
40.5,0_55,275.85,4347.93,13.14,9.719977807025513,52.36610155744948
40.6,0_55,275.82,4346.62,13.08,9.719977537530927,52.36609437178823
40.7,0_55,275.8,4345.3,13.17,9.71997735786787,52.36608713127341
40.8,0_55,275.78,4343.99,13.15,9.719977178204813,52.36607994560981
40.9,0_55,275.75,4342.68,13.08,9.719976908710228,52.36607275994505
41.0,0_55,275.73,4341.37,13.11,9.71997672904717,52.366065574279105
41.1,0_55,275.7,4340.06,13.05,9.719976459552585,52.366058388612
41.2,0_55,275.68,4338.75,13.16,9.719976279889528,52.366051202943716
41.3,0_55,275.66,4337.43,13.17,9.719976100226472,52.36604396242182
41.4,0_55,275.63,4336.12,13.17,9.719975830731885,52.36603677675121
41.5,0_55,275.61,4334.81,13.05,9.71997565106883,52.36602959107941
41.6,0_55,275.58,4333.51,13.06,9.719975381574244,52.36602246025891
41.7,0_55,275.56,4332.2,13.08,9.719975201911188,52.36601527458479
41.8,0_55,275.54,4330.88,13.17,9.71997502224813,52.36600803405701
41.9,0_55,275.51,4329.58,13.05,9.719974752753545,52.366000903233044
42.0,0_55,275.49,4328.26,13.13,9.719974573090488,52.365993662702905
42.1,0_55,275.46,4326.95,13.14,9.719974303595903,52.36598647702411
42.2,0_55,275.44,4325.64,13.13,9.719974123932845,52.36597929134413
42.3,0_55,275.42,4324.32,13.15,9.719973944269789,52.36597205081045
42.4,0_55,275.39,4323.01,13.09,9.719973674775204,52.36596486512813
42.5,0_55,275.37,4321.7,13.13,9.719973495112148,52.36595767944464
42.6,0_55,275.34,4320.39,13.09,9.719973225617563,52.36595049375999
42.7,0_55,275.32,4319.08,13.14,9.719973045954506,52.36594330807416
42.8,0_55,275.3,4317.77,13.13,9.71997286629145,52.365936122387154
42.9,0_55,275.27,4316.46,13.11,9.719972596796863,52.36592893669899
43.0,0_55,275.25,4315.15,13.09,9.719972417133807,52.365921751009665
43.1,0_55,275.22,4313.83,13.15,9.71997214763922,52.36591451046655
43.2,0_55,275.2,4312.52,13.11,9.719971967976164,52.365907324774874
43.3,0_55,275.18,4311.21,13.08,9.719971788313106,52.36590013908203
43.4,0_55,275.15,4309.91,13.05,9.719971518818522,52.36589300824064
43.5,0_55,275.13,4308.59,13.15,9.719971339155464,52.36588576769282
43.6,0_55,275.1,4307.28,13.14,9.719971069660883,52.36587858199647
43.7,0_55,275.08,4305.97,13.1,9.719970889997823,52.36587139629894
43.8,0_55,275.05,4304.66,13.11,9.71997062050324,52.36586421060025
43.9,0_55,275.03,4303.35,13.1,9.719970440840182,52.365857024900386
44.0,0_55,275.01,4302.04,13.09,9.719970261177124,52.365849839199356
44.1,0_55,274.98,4300.73,13.14,9.71996999168254,52.36584265349716
44.2,0_55,274.96,4299.41,13.13,9.719969812019484,52.36583541294109
44.3,0_55,274.93,4298.1,13.11,9.719969542524897,52.36582822723655
44.4,0_55,274.91,4296.79,13.14,9.71996936286184,52.36582104153083
44.5,0_55,274.89,4295.48,13.11,9.719969183198783,52.36581385582395
44.6,0_55,274.86,4294.16,13.14,9.7199689137042,52.36580661526316
44.7,0_55,274.84,4292.86,13.07,9.719968734041142,52.36579948440668
44.8,0_55,274.81,4291.55,13.1,9.719968464546557,52.365792298696284
44.9,0_55,274.79,4290.23,13.17,9.7199682848835,52.36578505813196
45.0,0_55,274.77,4288.92,13.12,9.719968105220444,52.36577787241923
45.1,0_55,274.74,4287.61,13.08,9.719967835725857,52.36577068670532
45.2,0_55,274.72,4286.3,13.11,9.719967656062801,52.36576350099024
45.3,0_55,274.69,4284.99,13.14,9.719967386568214,52.365756315274005
45.4,0_55,274.67,4283.68,13.07,9.719967206905158,52.3657491295566
45.5,0_55,274.65,4282.37,13.09,9.7199670272421,52.36574194383802
45.6,0_55,274.62,4281.06,13.13,9.719966757747518,52.365734758118265
45.7,0_55,274.6,4279.75,13.09,9.71996657808446,52.36572757239735
45.8,0_55,274.57,4278.44,13.1,9.719966308589875,52.365720386675264
45.9,0_55,274.55,4277.13,13.16,9.719966128926819,52.36571320095201
46.0,0_55,274.53,4275.82,13.05,9.719965949263761,52.36570601522759
46.1,0_55,274.5,4274.51,13.08,9.719965679769176,52.36569882950199
46.2,0_55,274.48,4273.2,13.13,9.719965500106118,52.36569164377523
46.3,0_55,274.45,4271.89,13.13,9.719965230611534,52.3656844580473
46.4,0_55,274.43,4270.58,13.07,9.719965050948476,52.3656772723182
46.5,0_55,274.41,4269.27,13.1,9.71996487128542,52.36567008658793
46.6,0_55,274.38,4267.95,13.17,9.719964601790833,52.36566284600358
46.7,0_55,274.36,4266.65,13.08,9.719964422127779,52.36565571512389
46.8,0_55,274.33,4265.34,13.07,9.719964152633192,52.365648529390114
46.9,0_55,274.31,4264.03,13.15,9.719963972970136,52.365641343655184
47.0,0_55,274.29,4262.71,13.15,9.719963793307079,52.36563410306611
47.1,0_55,274.26,4261.4,13.14,9.719963523812494,52.365626917328825
47.2,0_55,274.24,4260.08,13.15,9.719963344149436,52.3656196767374
47.3,0_55,274.21,4258.77,13.15,9.719963074654851,52.365612490997755
47.4,0_55,274.19,4257.46,13.08,9.719962894991793,52.365605305256956
47.5,0_55,274.17,4256.14,13.15,9.719962715328737,52.36559806466199
47.6,0_55,274.14,4254.83,13.11,9.71996244583415,52.36559087891883
47.7,0_55,274.12,4253.53,13.05,9.719962266171098,52.365583748027525
47.8,0_55,274.09,4252.22,13.06,9.719961996676512,52.365576562282044
47.9,0_55,274.07,4250.92,13.05,9.719961817013456,52.36556943138843
48.0,0_55,274.05,4249.6,13.13,9.719961637350398,52.36556219078758
48.1,0_55,274.02,4248.29,13.15,9.719961367855813,52.3655550050386
48.2,0_55,274.0,4246.98,13.11,9.719961188192755,52.365547819288444
48.3,0_55,273.97,4245.66,13.15,9.71996091869817,52.365540578684055
48.4,0_55,273.95,4244.36,13.05,9.719960739035113,52.36553344778463
48.5,0_55,273.93,4243.04,13.16,9.719960559372057,52.36552620717788
48.6,0_55,273.9,4241.74,13.07,9.71996028987747,52.365519076276136
48.7,0_55,273.88,4240.42,13.16,9.719960110214414,52.36551183566703
48.8,0_55,273.85,4239.11,13.06,9.719959840719829,52.36550464990986
48.9,0_55,273.83,4237.81,13.07,9.719959661056773,52.36549751900463
49.0,0_55,273.81,4236.5,13.04,9.719959481393715,52.365490333245134
49.1,0_55,273.78,4235.19,13.14,9.71995921189913,52.36548314748446
49.2,0_55,273.76,4233.88,13.13,9.719959032236073,52.36547596172261
49.3,0_55,273.73,4232.56,13.11,9.719958762741488,52.365468721106446
49.4,0_55,273.71,4231.26,13.08,9.71995858307843,52.36546159019542
49.5,0_55,273.69,4229.94,13.16,9.719958403415374,52.3654543495769
49.6,0_55,273.66,4228.63,13.15,9.719958133920787,52.36544716381037
49.7,0_55,273.64,4227.31,13.13,9.719957954257731,52.36543992318948
49.8,0_55,273.61,4226.0,13.13,9.719957684763148,52.365432737420605
49.9,0_55,273.59,4224.7,13.04,9.71995750510009,52.36542560650378
50.0,0_55,273.57,4223.39,13.11,9.719957325437035,52.365418420732574
50.1,0_55,273.54,4222.08,13.05,9.719957055942448,52.36541123496021
50.2,0_55,273.52,4220.77,13.13,9.719956876279392,52.36540404918666
50.3,0_55,273.49,4219.46,13.06,9.719956606784805,52.36539686341196
50.4,0_55,273.47,4218.15,13.14,9.71995642712175,52.36538967763608
50.5,0_55,273.45,4216.84,13.12,9.719956247458692,52.36538249185904
50.6,0_55,273.42,4215.52,13.15,9.719955977964107,52.36537525122755
50.7,0_55,273.4,4214.21,13.08,9.719955798301049,52.365368065448145
50.8,0_55,273.37,4212.9,13.11,9.719955528806466,52.3653608796676
50.9,0_55,273.35,4211.59,13.17,9.719955349143408,52.36535369388586
51.0,0_55,273.33,4210.28,13.09,9.719955169480352,52.36534650810297
51.1,0_55,273.3,4208.97,13.11,9.719954899985765,52.3653393223189
51.2,0_55,273.28,4207.65,13.16,9.71995472032271,52.36533208168034
51.3,0_55,273.25,4206.34,13.16,9.719954450828125,52.36532489589393
51.4,0_55,273.23,4205.03,13.13,9.719954271165067,52.36531771010635
51.5,0_55,273.21,4203.72,13.08,9.719954091502009,52.36531052431759
51.6,0_55,273.18,4202.41,13.07,9.719953822007426,52.36530333852767
51.7,0_55,273.16,4201.1,13.12,9.719953642344366,52.365296152736576
